timestamp,temperature,occupancy,hvac_load,solar_output,tariff,load
2025-01-05 17:00:00,17.13,22,33.0,31.06,8,201.25
2025-01-05 18:00:00,18.35,8,12.0,0.0,8,182.61
2025-01-05 19:00:00,17.84,33,49.5,0.0,8,264.32
2025-01-05 20:00:00,18.5,32,48.0,0.0,8,251.35
2025-01-05 21:00:00,18.43,47,70.5,0.0,8,316.26
2025-01-05 22:00:00,20.24,52,80.86,0.0,8,311.95
2025-01-05 23:00:00,23.04,7,46.92,0.0,8,204.33
2025-01-06 00:00:00,23.96,17,73.0,0.0,8,257.31
2025-01-06 01:00:00,22.94,16,59.22,0.0,8,254.03
2025-01-06 02:00:00,25.09,24,97.06,0.0,8,293.19
2025-01-06 03:00:00,28.4,9,114.35,0.0,8,298.33
2025-01-06 04:00:00,24.82,8,69.85,0.0,8,217.64
2025-01-06 05:00:00,29.55,19,143.1,0.0,8,337.17
2025-01-06 06:00:00,27.62,16,115.43,0.0,8,288.98
2025-01-06 07:00:00,26.91,18,109.96,31.06,8,296.86
2025-01-06 08:00:00,25.68,86,197.16,60.0,8,522.22
2025-01-06 09:00:00,24.83,96,201.95,84.85,8,547.43
2025-01-06 10:00:00,25.17,60,152.02,103.92,8,400.09
2025-01-06 11:00:00,22.82,66,132.82,115.91,8,421.69
2025-01-06 12:00:00,20.92,98,158.07,120.0,18,500.87
2025-01-06 13:00:00,21.99,98,170.91,115.91,18,514.51
2025-01-06 14:00:00,17.12,87,130.5,103.92,18,448.17
2025-01-06 15:00:00,20.85,67,110.7,84.85,18,401.77
2025-01-06 16:00:00,18.15,60,90.0,60.0,18,347.59
2025-01-06 17:00:00,15.51,84,126.0,31.06,8,455.42
2025-01-06 18:00:00,16.49,65,97.5,0.0,8,384.37
2025-01-06 19:00:00,14.33,45,67.5,0.0,8,316.49
2025-01-06 20:00:00,18.01,34,51.0,0.0,8,269.19
2025-01-06 21:00:00,19.73,54,81.0,0.0,8,323.01
2025-01-06 22:00:00,22.91,43,99.46,0.0,8,341.56
2025-01-06 23:00:00,19.36,15,22.5,0.0,8,225.39
2025-01-07 00:00:00,21.83,12,40.0,0.0,8,228.65
2025-01-07 01:00:00,23.99,12,65.86,0.0,8,224.25
2025-01-07 02:00:00,26.05,9,86.09,0.0,8,226.93
2025-01-07 03:00:00,26.05,5,80.08,0.0,8,268.22
2025-01-07 04:00:00,28.92,20,137.06,0.0,8,304.67
2025-01-07 05:00:00,27.94,6,104.31,0.0,8,288.46
2025-01-07 06:00:00,25.15,5,69.33,0.0,8,232.17
2025-01-07 07:00:00,26.67,19,108.51,31.06,8,319.42
2025-01-07 08:00:00,26.77,84,207.28,60.0,8,508.82
2025-01-07 09:00:00,25.36,94,205.36,84.85,8,561.93
2025-01-07 10:00:00,24.83,64,153.94,103.92,8,424.67
2025-01-07 11:00:00,25.57,96,210.82,115.91,8,557.51
2025-01-07 12:00:00,21.03,80,132.4,120.0,18,462.74
2025-01-07 13:00:00,19.1,72,108.0,115.91,18,399.86
2025-01-07 14:00:00,20.0,99,148.5,103.92,18,492.63
2025-01-07 15:00:00,16.16,67,100.5,84.85,18,403.67
2025-01-07 16:00:00,17.67,62,93.0,60.0,18,360.61
2025-01-07 17:00:00,18.94,64,96.0,31.06,8,375.01
2025-01-07 18:00:00,16.16,82,123.0,0.0,8,475.09
2025-01-07 19:00:00,18.14,31,46.5,0.0,8,279.03
2025-01-07 20:00:00,17.97,47,70.5,0.0,8,315.24
2025-01-07 21:00:00,15.87,56,84.0,0.0,8,367.67
2025-01-07 22:00:00,19.88,54,81.0,0.0,8,332.19
2025-01-07 23:00:00,22.96,14,56.51,0.0,8,235.62
2025-01-08 00:00:00,19.44,9,13.5,0.0,8,180.67
2025-01-08 01:00:00,23.28,17,64.92,0.0,8,254.96
2025-01-08 02:00:00,25.06,15,83.26,0.0,8,242.69
2025-01-08 03:00:00,26.09,12,91.03,0.0,8,250.93
2025-01-08 04:00:00,25.2,7,72.92,0.0,8,262.02
2025-01-08 05:00:00,27.53,23,124.88,0.0,8,321.1
2025-01-08 06:00:00,25.78,10,84.32,0.0,8,245.94
2025-01-08 07:00:00,26.67,18,107.03,31.06,8,277.5
2025-01-08 08:00:00,26.42,86,206.0,60.0,8,493.75
2025-01-08 09:00:00,24.49,89,187.33,84.85,8,518.54
2025-01-08 10:00:00,23.93,76,161.18,103.92,8,447.28
2025-01-08 11:00:00,24.57,94,195.85,115.91,8,524.55
2025-01-08 12:00:00,21.2,81,135.95,120.0,18,439.31
2025-01-08 13:00:00,21.86,73,131.81,115.91,18,416.1
2025-01-08 14:00:00,21.97,73,133.11,103.92,18,425.37
2025-01-08 15:00:00,19.76,77,115.5,84.85,18,426.57
2025-01-08 16:00:00,19.96,74,111.0,60.0,18,372.15
2025-01-08 17:00:00,17.61,87,130.5,31.06,8,447.17
2025-01-08 18:00:00,16.03,84,126.0,0.0,8,427.78
2025-01-08 19:00:00,17.5,33,49.5,0.0,8,279.16
2025-01-08 20:00:00,19.68,47,70.5,0.0,8,294.89
2025-01-08 21:00:00,18.58,31,46.5,0.0,8,245.58
2025-01-08 22:00:00,22.63,41,93.02,0.0,8,345.88
2025-01-08 23:00:00,20.12,10,16.49,0.0,8,176.46
2025-01-09 00:00:00,22.34,17,53.57,0.0,8,250.16
2025-01-09 01:00:00,24.04,10,63.47,0.0,8,230.55
2025-01-09 02:00:00,24.19,15,72.79,0.0,8,218.62
2025-01-09 03:00:00,25.8,15,92.06,0.0,8,285.68
2025-01-09 04:00:00,26.69,21,111.73,0.0,8,307.84
2025-01-09 05:00:00,29.52,6,123.27,0.0,8,284.15
2025-01-09 06:00:00,30.06,23,155.28,0.0,8,375.57
2025-01-09 07:00:00,26.18,8,86.2,31.06,8,259.62
2025-01-09 08:00:00,26.75,71,187.5,60.0,8,438.38
2025-01-09 09:00:00,25.93,97,216.6,84.85,8,547.04
2025-01-09 10:00:00,22.79,95,176.0,103.92,8,520.01
2025-01-09 11:00:00,24.62,65,152.9,115.91,8,407.63
2025-01-09 12:00:00,20.71,82,131.51,120.0,18,439.74
2025-01-09 13:00:00,18.61,99,148.5,115.91,18,499.94
2025-01-09 14:00:00,18.6,96,144.0,103.92,18,497.4
2025-01-09 15:00:00,22.05,94,165.59,84.85,18,494.53
2025-01-09 16:00:00,18.54,73,109.5,60.0,18,402.45
2025-01-09 17:00:00,16.41,60,90.0,31.06,8,341.37
2025-01-09 18:00:00,17.73,88,132.0,0.0,8,481.7
2025-01-09 19:00:00,17.68,43,64.5,0.0,8,294.32
2025-01-09 20:00:00,18.44,34,51.0,0.0,8,276.13
2025-01-09 21:00:00,19.28,55,82.5,0.0,8,358.02
2025-01-09 22:00:00,19.09,39,58.5,0.0,8,295.62
2025-01-09 23:00:00,22.51,11,46.59,0.0,8,212.47
2025-01-10 00:00:00,22.83,10,48.95,0.0,8,223.38
2025-01-10 01:00:00,19.8,5,7.5,0.0,8,190.16
2025-01-10 02:00:00,24.99,6,68.88,0.0,8,227.6
2025-01-10 03:00:00,26.87,23,116.99,0.0,8,314.42
2025-01-10 04:00:00,22.9,7,45.26,0.0,8,230.75
2025-01-10 05:00:00,24.61,24,91.34,0.0,8,306.5
2025-01-10 06:00:00,27.76,24,129.17,0.0,8,345.88
2025-01-10 07:00:00,27.55,10,105.59,31.06,8,299.33
2025-01-10 08:00:00,27.57,86,219.87,60.0,8,557.02
2025-01-10 09:00:00,27.8,69,197.1,84.85,8,491.13
2025-01-10 10:00:00,26.06,90,207.68,103.92,8,530.03
2025-01-10 11:00:00,22.12,74,136.5,115.91,8,401.55
2025-01-10 12:00:00,21.33,63,110.5,120.0,18,392.16
2025-01-10 13:00:00,22.15,90,160.82,115.91,18,505.42
2025-01-10 14:00:00,21.5,85,145.45,103.92,18,495.44
2025-01-10 15:00:00,17.3,70,105.0,84.85,18,376.33
2025-01-10 16:00:00,17.5,65,97.5,60.0,18,382.4
2025-01-10 17:00:00,15.83,71,106.5,31.06,8,363.63
2025-01-10 18:00:00,16.6,99,148.5,0.0,8,489.9
2025-01-10 19:00:00,19.84,53,79.5,0.0,8,344.35
2025-01-10 20:00:00,16.77,38,57.0,0.0,8,302.53
2025-01-10 21:00:00,20.85,37,65.75,0.0,8,282.08
2025-01-10 22:00:00,19.01,55,82.5,0.0,8,335.45
2025-01-10 23:00:00,24.51,19,82.67,0.0,8,278.53
2025-01-11 00:00:00,21.76,24,57.16,0.0,8,248.75
2025-01-11 01:00:00,24.01,7,58.58,0.0,8,242.37
2025-01-11 02:00:00,25.78,15,91.84,0.0,8,237.03
2025-01-11 03:00:00,25.44,6,74.25,0.0,8,248.36
2025-01-11 04:00:00,26.57,16,102.87,0.0,8,296.5
2025-01-11 05:00:00,26.54,11,95.02,0.0,8,271.71
2025-01-11 06:00:00,28.56,15,125.2,0.0,8,294.73
2025-01-11 07:00:00,25.3,24,99.65,31.06,8,305.4
2025-01-11 08:00:00,29.75,12,134.94,60.0,8,284.5
2025-01-11 09:00:00,29.4,17,138.25,84.85,8,323.14
2025-01-11 10:00:00,22.46,23,63.97,103.92,8,231.3
2025-01-11 11:00:00,22.62,21,62.96,115.91,8,223.1
2025-01-11 12:00:00,21.95,12,41.41,120.0,18,207.26
2025-01-11 13:00:00,18.23,23,34.5,115.91,18,241.01
2025-01-11 14:00:00,21.58,21,50.49,103.92,18,202.6
2025-01-11 15:00:00,20.33,8,16.0,84.85,18,150.9
2025-01-11 16:00:00,18.1,11,16.5,60.0,18,184.68
2025-01-11 17:00:00,15.93,23,34.5,31.06,8,244.32
2025-01-11 18:00:00,15.33,22,33.0,0.0,8,253.28
2025-01-11 19:00:00,16.79,54,81.0,0.0,8,354.36
2025-01-11 20:00:00,16.61,56,84.0,0.0,8,335.08
2025-01-11 21:00:00,22.32,54,108.86,0.0,8,369.09
2025-01-11 22:00:00,18.71,30,45.0,0.0,8,262.34
2025-01-11 23:00:00,23.28,7,49.87,0.0,8,220.49
2025-01-12 00:00:00,23.22,18,65.65,0.0,8,237.54
2025-01-12 01:00:00,22.75,9,46.53,0.0,8,231.92
2025-01-12 02:00:00,24.09,20,79.04,0.0,8,253.17
2025-01-12 03:00:00,25.88,5,78.08,0.0,8,227.34
2025-01-12 04:00:00,26.82,22,114.83,0.0,8,290.07
2025-01-12 05:00:00,24.97,6,68.61,0.0,8,218.36
2025-01-12 06:00:00,26.51,24,114.07,0.0,8,310.62
2025-01-12 07:00:00,24.91,13,78.41,31.06,8,280.73
2025-01-12 08:00:00,23.7,24,80.4,60.0,8,270.23
2025-01-12 09:00:00,25.79,18,96.42,84.85,8,267.78
2025-01-12 10:00:00,22.5,22,62.98,103.92,8,255.16
2025-01-12 11:00:00,26.53,11,94.82,115.91,8,276.91
2025-01-12 12:00:00,22.93,18,62.11,120.0,18,230.11
2025-01-12 13:00:00,20.73,17,34.3,115.91,18,223.52
2025-01-12 14:00:00,21.15,10,28.85,103.92,18,216.13
2025-01-12 15:00:00,16.02,21,31.5,84.85,18,231.78
2025-01-12 16:00:00,17.57,16,24.0,60.0,18,167.33
2025-01-12 17:00:00,17.55,16,24.0,31.06,8,220.74
2025-01-12 18:00:00,16.85,14,21.0,0.0,8,233.47
2025-01-12 19:00:00,16.93,57,85.5,0.0,8,361.6
2025-01-12 20:00:00,17.04,31,46.5,0.0,8,280.32
2025-01-12 21:00:00,19.24,48,72.0,0.0,8,307.11
2025-01-12 22:00:00,19.72,58,87.0,0.0,8,349.66
2025-01-12 23:00:00,18.42,8,12.0,0.0,8,166.02
2025-01-13 00:00:00,20.54,7,16.93,0.0,8,196.74
2025-01-13 01:00:00,23.1,9,50.73,0.0,8,227.06
2025-01-13 02:00:00,21.87,19,50.91,0.0,8,237.06
2025-01-13 03:00:00,26.45,15,99.86,0.0,8,257.07
2025-01-13 04:00:00,26.89,6,91.7,0.0,8,237.97
2025-01-13 05:00:00,26.78,15,103.83,0.0,8,310.39
2025-01-13 06:00:00,25.58,7,77.5,0.0,8,276.04
2025-01-13 07:00:00,27.58,16,114.95,31.06,8,304.94
2025-01-13 08:00:00,25.87,76,184.42,60.0,8,476.54
2025-01-13 09:00:00,25.42,71,171.59,84.85,8,472.9
2025-01-13 10:00:00,26.1,67,173.66,103.92,8,459.46
2025-01-13 11:00:00,25.22,96,206.65,115.91,8,558.99
2025-01-13 12:00:00,23.25,84,165.01,120.0,18,489.9
2025-01-13 13:00:00,21.11,85,140.78,115.91,18,471.79
2025-01-13 14:00:00,19.72,91,136.5,103.92,18,462.76
2025-01-13 15:00:00,19.11,82,123.0,84.85,18,440.12
2025-01-13 16:00:00,15.79,66,99.0,60.0,18,420.09
2025-01-13 17:00:00,17.84,82,123.0,31.06,8,433.8
2025-01-13 18:00:00,17.99,98,147.0,0.0,8,504.87
2025-01-13 19:00:00,19.21,36,54.0,0.0,8,235.31
2025-01-13 20:00:00,17.81,32,48.0,0.0,8,255.07
2025-01-13 21:00:00,17.18,32,48.0,0.0,8,303.13
2025-01-13 22:00:00,17.94,52,78.0,0.0,8,351.17
2025-01-13 23:00:00,22.87,21,65.97,0.0,8,229.4
2025-01-14 00:00:00,25.06,17,86.26,0.0,8,277.54
2025-01-14 01:00:00,24.6,14,76.15,0.0,8,258.39
2025-01-14 02:00:00,24.17,7,60.57,0.0,8,239.51
2025-01-14 03:00:00,25.66,7,78.41,0.0,8,258.39
2025-01-14 04:00:00,26.29,20,105.52,0.0,8,287.2
2025-01-14 05:00:00,26.16,11,90.44,0.0,8,284.24
2025-01-14 06:00:00,29.61,21,146.78,0.0,8,341.31
2025-01-14 07:00:00,26.38,22,109.55,31.06,8,291.48
2025-01-14 08:00:00,24.82,84,183.89,60.0,8,490.37
2025-01-14 09:00:00,26.23,74,185.71,84.85,8,479.96
2025-01-14 10:00:00,21.6,83,143.69,103.92,8,441.58
2025-01-14 11:00:00,22.32,65,125.36,115.91,8,417.38
2025-01-14 12:00:00,23.25,93,178.47,120.0,18,517.58
2025-01-14 13:00:00,22.46,69,132.98,115.91,18,445.3
2025-01-14 14:00:00,19.31,62,93.0,103.92,18,359.48
2025-01-14 15:00:00,19.17,82,123.0,84.85,18,444.62
2025-01-14 16:00:00,19.8,76,114.0,60.0,18,407.44
2025-01-14 17:00:00,17.69,97,145.5,31.06,8,483.85
2025-01-14 18:00:00,19.07,84,126.0,0.0,8,454.25
2025-01-14 19:00:00,19.49,31,46.5,0.0,8,285.44
2025-01-14 20:00:00,14.3,56,84.0,0.0,8,332.82
2025-01-14 21:00:00,19.28,34,51.0,0.0,8,285.25
2025-01-14 22:00:00,18.14,57,85.5,0.0,8,364.12
2025-01-14 23:00:00,18.64,9,13.5,0.0,8,170.54
2025-01-15 00:00:00,22.07,9,38.32,0.0,8,196.86
2025-01-15 01:00:00,24.34,9,65.53,0.0,8,217.62
2025-01-15 02:00:00,24.56,23,89.28,0.0,8,300.74
2025-01-15 03:00:00,24.8,6,66.62,0.0,8,244.28
2025-01-15 04:00:00,27.99,5,103.33,0.0,8,265.32
2025-01-15 05:00:00,27.19,12,104.28,0.0,8,282.86
2025-01-15 06:00:00,26.04,20,102.52,0.0,8,285.41
2025-01-15 07:00:00,28.06,14,117.72,31.06,8,303.33
2025-01-15 08:00:00,26.81,66,180.68,60.0,8,453.24
2025-01-15 09:00:00,27.1,69,188.65,84.85,8,475.23
2025-01-15 10:00:00,23.69,98,191.25,103.92,8,546.83
2025-01-15 11:00:00,23.85,73,155.67,115.91,8,445.77
2025-01-15 12:00:00,20.78,61,100.91,120.0,18,385.84
2025-01-15 13:00:00,21.93,76,137.19,115.91,18,416.85
2025-01-15 14:00:00,19.08,83,124.5,103.92,18,427.27
2025-01-15 15:00:00,18.13,78,117.0,84.85,18,425.85
2025-01-15 16:00:00,18.04,91,136.5,60.0,18,492.16
2025-01-15 17:00:00,16.64,74,111.0,31.06,8,425.61
2025-01-15 18:00:00,17.26,63,94.5,0.0,8,376.63
2025-01-15 19:00:00,18.78,51,76.5,0.0,8,313.1
2025-01-15 20:00:00,17.32,51,76.5,0.0,8,356.2
2025-01-15 21:00:00,17.74,47,70.5,0.0,8,316.42
2025-01-15 22:00:00,22.53,49,103.87,0.0,8,340.77
2025-01-15 23:00:00,23.05,6,45.65,0.0,8,206.66
2025-01-16 00:00:00,19.83,11,16.5,0.0,8,155.52
2025-01-16 01:00:00,25.24,15,85.41,0.0,8,267.02
2025-01-16 02:00:00,26.18,7,84.69,0.0,8,268.35
2025-01-16 03:00:00,26.51,20,108.13,0.0,8,296.64
2025-01-16 04:00:00,25.81,5,77.28,0.0,8,260.51
2025-01-16 05:00:00,28.57,6,111.9,0.0,8,259.96
2025-01-16 06:00:00,25.12,19,89.97,0.0,8,299.63
2025-01-16 07:00:00,30.6,18,154.24,31.06,8,315.39
2025-01-16 08:00:00,26.09,66,172.11,60.0,8,436.31
2025-01-16 09:00:00,24.12,83,173.93,84.85,8,494.78
2025-01-16 10:00:00,24.79,74,168.54,103.92,8,477.17
2025-01-16 11:00:00,21.75,76,134.98,115.91,8,436.23
2025-01-16 12:00:00,19.86,68,102.0,120.0,18,397.09
2025-01-16 13:00:00,20.65,81,129.25,115.91,18,419.79
2025-01-16 14:00:00,17.11,83,124.5,103.92,18,448.97
2025-01-16 15:00:00,18.91,76,114.0,84.85,18,415.39
2025-01-16 16:00:00,16.99,90,135.0,60.0,18,428.64
2025-01-16 17:00:00,18.52,84,126.0,31.06,8,463.12
2025-01-16 18:00:00,17.56,67,100.5,0.0,8,391.68
2025-01-16 19:00:00,18.58,38,57.0,0.0,8,295.69
2025-01-16 20:00:00,17.66,51,76.5,0.0,8,311.12
2025-01-16 21:00:00,17.55,37,55.5,0.0,8,262.3
2025-01-16 22:00:00,18.19,42,63.0,0.0,8,297.56
2025-01-16 23:00:00,18.63,10,15.0,0.0,8,168.39
2025-01-17 00:00:00,24.7,22,89.36,0.0,8,292.97
2025-01-17 01:00:00,23.82,7,56.36,0.0,8,222.35
2025-01-17 02:00:00,24.82,13,77.29,0.0,8,266.49
2025-01-17 03:00:00,25.62,22,100.5,0.0,8,284.8
2025-01-17 04:00:00,28.23,19,127.24,0.0,8,323.63
2025-01-17 05:00:00,27.0,7,94.52,0.0,8,272.77
2025-01-17 06:00:00,29.53,16,138.34,0.0,8,313.44
2025-01-17 07:00:00,25.85,17,95.73,31.06,8,272.47
2025-01-17 08:00:00,23.99,95,190.43,60.0,8,546.24
2025-01-17 09:00:00,26.39,91,213.21,84.85,8,550.84
2025-01-17 10:00:00,28.95,77,222.87,103.92,8,525.42
2025-01-17 11:00:00,21.33,62,108.93,115.91,8,400.9
2025-01-17 12:00:00,21.74,88,152.84,120.0,18,467.44
2025-01-17 13:00:00,18.69,66,99.0,115.91,18,375.45
2025-01-17 14:00:00,21.14,90,148.64,103.92,18,476.98
2025-01-17 15:00:00,20.16,96,145.94,84.85,18,483.81
2025-01-17 16:00:00,15.83,79,118.5,60.0,18,404.53
2025-01-17 17:00:00,21.83,91,158.43,31.06,8,495.64
2025-01-17 18:00:00,16.39,93,139.5,0.0,8,476.65
2025-01-17 19:00:00,18.79,31,46.5,0.0,8,257.92
2025-01-17 20:00:00,18.57,48,72.0,0.0,8,335.0
2025-01-17 21:00:00,19.67,41,61.5,0.0,8,296.19
2025-01-17 22:00:00,18.49,50,75.0,0.0,8,290.73
2025-01-17 23:00:00,19.77,12,18.0,0.0,8,197.94
2025-01-18 00:00:00,24.49,14,74.83,0.0,8,229.72
2025-01-18 01:00:00,23.78,17,70.86,0.0,8,250.49
2025-01-18 02:00:00,23.16,19,66.41,0.0,8,252.32
2025-01-18 03:00:00,27.85,24,130.19,0.0,8,355.25
2025-01-18 04:00:00,24.6,6,64.16,0.0,8,230.95
2025-01-18 05:00:00,29.4,8,124.86,0.0,8,313.92
2025-01-18 06:00:00,26.93,15,105.66,0.0,8,292.81
2025-01-18 07:00:00,26.6,20,109.25,31.06,8,314.18
2025-01-18 08:00:00,23.19,13,57.75,60.0,8,237.56
2025-01-18 09:00:00,23.2,15,60.91,84.85,8,234.49
2025-01-18 10:00:00,22.56,15,53.16,103.92,8,210.47
2025-01-18 11:00:00,24.56,9,68.28,115.91,8,254.61
2025-01-18 12:00:00,23.06,19,65.23,120.0,18,267.78
2025-01-18 13:00:00,20.25,24,39.01,115.91,18,242.71
